,id,latitude,longitude,accommodates,price
0,1174222393432136530,46.81246320616359,-71.22575474019776,6.0,138.0
1,42687485,46.81233,-71.21285,2.0,229.0
2,1209738868029751192,46.80696,-71.21749,4.0,143.2
3,50586493,46.8123,-71.21065,2.0,143.2
4,138381,46.8,-71.26831,3.0,185.0
5,1240632,46.80681,-71.2,1.0,20.0
6,2958332,46.81194,-71.23544,3.0,100.0
7,4962994,46.80956,-71.2063,4.0,143.2
8,7297667,46.81443,-71.20789,2.0,40.0
9,7430769,46.81437,-71.2029,3.0,147.0
10,15536331,46.81287,-71.22469,2.0,87.0
11,16454651,46.80445,-71.22899,4.0,45.0
12,21223838,46.8,-71.22711,2.0,50.0
13,21266904,46.8,-71.22706,2.0,60.0
14,21410127,46.81230164,-71.2161026,6.0,143.2
15,899263929143707680,46.815805,-71.20272589999999,4.0,223.0
16,30392824,46.81279,-71.21166,4.0,143.2
17,41563977,46.81542,-71.2192,2.0,63.0
18,41683261,46.8148,-71.22059,2.0,63.0
19,42858881,46.80977,-71.24011,2.0,115.0
20,43757098,46.81305,-71.20671,2.0,143.2
21,44128035,46.81639,-71.20824,4.0,214.0
22,44278363,46.81413,-71.22364,4.0,143.2
23,44289454,46.800667,-71.232338,2.0,142.0
24,47352201,46.81213,-71.21644,3.0,101.0
25,48030235,46.81195,-71.22592,4.0,196.0
26,48264496,46.8,-71.2511,3.8,261.0
27,52316871,46.80672,-71.24474,5.0,86.0
28,615948922565076480,46.80746,-71.23909,2.0,56.0
29,638285135657879315,46.81392,-71.22052,4.0,102.0
30,657216508663193659,46.82699,-71.22844,2.0,75.0
31,713200077205471686,46.8,-71.2,4.0,111.0
32,715262520449717912,46.81669,-71.22454,4.0,195.0
33,749384289177994836,46.8,-71.2,4.0,143.2
34,765143084860981828,46.81277,-71.20923,2.0,143.2
35,776644619924916716,46.8138297,-71.2253456,2.0,91.0
36,812923515795524821,46.8061,-71.23888,2.0,65.0
37,916763640236632634,46.81129,-71.22167,4.0,106.0
38,842676552263187870,46.80604,-71.22035,6.0,99.0
39,846992198233923293,46.8131,-71.21117,4.0,221.0
40,847074114201094339,46.81471,-71.21906,3.8,120.4
41,1072894170046608810,46.8,-71.25423,2.0,50.0
42,1172681439875749879,46.80973,-71.22105,2.0,87.0
43,1179297400110656085,46.80429,-71.23666,1.0,143.2
44,1004330545478120321,46.8,-71.2466061,8.0,120.4
45,685220732772609380,46.814911,-71.2196936,4.0,120.0
46,735544363674488183,46.81562,-71.21853,4.0,211.0
47,1049990838024619756,46.8,-71.2,4.0,165.0
48,649892890386449342,46.82492,-71.22826,4.0,139.0
49,37830452,46.81187,-71.22887,6.0,149.0
50,38515759,46.8,-71.23878,1.0,164.0
51,39310780,46.81112,-71.21958,9.0,120.4
52,39503835,46.81019,-71.22755,2.0,75.0
53,42580129,46.8145,-71.21288,4.0,234.0
54,44205752,46.81355,-71.22428,2.0,143.2
55,44303448,46.81353,-71.22491,4.0,143.2
56,44460874,46.82526,-71.22693,6.0,207.0
57,44551177,46.8,-71.26773,2.0,280.0
58,46939647,46.81104,-71.21107,6.0,120.4
