,id,latitude,longitude,accommodates,price
377,13812083,48.55747,-123.4,2.0,250.0
378,13831338,48.40752,-123.35448,4.0,115.0
379,13844654,48.38939,-123.63425,2.0,245.0
380,13847049,48.38946,-123.63486,4.0,270.0
381,13867116,48.34096,-123.63796,6.0,188.5
382,13882275,48.50917,-123.36771,2.0,85.0
383,13914656,48.5,-123.31604,2.0,225.0
384,13915588,48.5,-123.49217,2.0,150.0
385,13929339,48.5,-123.31034,2.0,110.0
386,14008822,48.68675,-123.4034,2.0,89.0
387,14051566,48.5,-123.18691,4.0,175.0
388,14138035,48.42925,-123.35053,2.0,110.0
389,14169646,48.46625378024038,-123.3005016669631,5.0,248.0
390,14223226,48.42364,-123.41303,2.0,149.0
391,14223365,48.64728,-123.3981,6.0,150.0
392,14350374,48.37265,-123.72974,7.0,188.5
393,14376348,48.42115,-123.37835,2.0,88.0
394,14376825,48.4257,-123.35151,4.0,189.0
395,14489972,48.48174,-123.41308,9.0,188.5
396,14504406,48.44397,-123.34023,6.0,149.0
397,14571691,48.60598,-123.39363,4.0,315.0
398,14587928,48.34926,-123.54538,2.0,103.0
399,14631806,48.58548,-123.39694,4.0,188.5
400,14634799,48.41815,-123.32978,4.0,175.0
401,14638694,48.4836,-123.33504,1.0,96.0
402,14654214,48.42832,-123.36375,4.0,117.0
403,14743539,48.40762,-123.35628,7.0,200.0
404,14788387,48.37327,-123.63533,3.0,175.0
405,14789140,48.57585,-123.46526,4.0,161.0
406,14807938,48.52911,-123.37514,4.0,140.0
407,14819187,48.45089,-123.38227,4.0,250.0
408,14823969,48.45427,-123.5434,2.0,85.0
409,14844413,48.57577,-123.46559,5.0,145.0
410,14871976,48.46595,-123.3402,2.0,129.0
411,14952116,48.42285,-123.49145,2.0,99.0
412,14953094,48.4769,-123.52529,2.0,115.0
413,14966485,48.55404,-123.4,8.0,270.0
414,15026125,48.5,-123.46017,4.0,259.0
415,15040911,48.42085,-123.36355,2.0,97.0
416,15086474,48.41723,-123.5128,2.0,97.0
417,15110263,48.41342,-123.34711,2.0,110.0
418,15127623,48.53609,-123.4164,5.0,225.0
419,15158242,48.52798,-123.38605,2.0,100.0
420,15160430,48.3882,-123.64756,2.0,204.0
421,15161155,48.38741,-123.64897,2.0,234.0
422,15256969,48.55751,-123.4,6.0,235.0
423,15296700,48.44341,-123.34,4.0,150.0
424,15406109,48.48819,-123.32284,4.0,300.0
425,15423675,48.45561,-123.41177,4.0,100.0
426,15431131,48.43742,-123.33976,4.0,100.0
427,15501430,48.43934,-123.30797,6.0,155.5
428,15634561,48.42576,-123.36153,5.0,204.0
429,15702705,48.46754,-123.52246,2.0,88.0
430,15759885,48.64524,-123.39774,3.0,95.0
431,15792611,48.51841,-123.38231,2.0,140.0
432,15854110,48.42715,-123.36465,4.0,299.0
433,15971553,48.37711,-123.73367,2.0,188.5
434,16017201,48.59853,-123.41736,5.0,188.5
435,16018717,48.41577,-123.31722,2.0,145.0
436,16032929,48.38264,-123.63515,4.0,318.0
437,16164267,48.4546,-123.31906,1.0,60.0
438,16164992,48.43379,-123.30997,2.0,159.0
439,16284198,48.5,-123.39117,3.6,188.5
440,16302892,48.47449,-123.33066,9.0,188.5
441,16334351,48.41671,-123.33931,2.0,188.5
442,16478144,48.5,-123.47642,4.0,142.0
443,16499619,48.42817,-123.36978,4.0,150.0
444,16553994,48.35746,-123.58999,4.0,196.0
445,16571066,48.5,-123.45656,2.0,200.0
446,16579028,48.4176009,-123.330985,6.0,291.0
447,16588896,48.5,-123.54498,3.0,144.0
448,16599081,48.55625,-123.4,3.6,155.5
449,16813313,48.42906,-123.36987,3.0,79.0
450,16825468,48.5,-123.2489,4.0,150.0
451,16841248,48.54651,-123.43917,2.0,263.0
452,16845931,48.56709,-123.46375,8.0,311.0
453,16847317,48.42826,-123.36392,3.0,106.0
454,16857207,48.37538,-123.4,2.0,170.0
455,16961244,48.42196,-123.38047,3.0,85.0
456,17098472,48.47177,-123.48988,4.0,75.0
457,17109065,48.46503,-123.51323,5.0,121.0
